fact_id,victim,condition,fact_type,n_turns_engaged,n_turns_total,engagement_ratio,valid,reason
epi_assign_075,mistral,bare,episodic,12,12,1.0,True,
epi_assign_020,mistral,bare,episodic,12,12,1.0,True,
epi_color_024,mistral,bare,episodic,12,12,1.0,True,
epi_assign_000,mistral,bare,episodic,12,12,1.0,True,
epi_dept_063,mistral,bare,episodic,6,12,0.5,True,
epi_color_014,mistral,bare,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_dept_068,mistral,bare,episodic,12,12,1.0,True,
epi_room_077,mistral,bare,episodic,9,12,0.75,True,
epi_room_102,mistral,bare,episodic,11,12,0.9166666666666666,True,
epi_assign_065,mistral,bare,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_color_054,mistral,bare,episodic,11,12,0.9166666666666666,True,
epi_room_072,mistral,bare,episodic,12,12,1.0,True,
epi_dept_108,mistral,bare,episodic,12,12,1.0,True,
epi_lead_081,mistral,bare,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_color_069,mistral,bare,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_assign_050,mistral,bare,episodic,5,12,0.4166666666666667,True,
epi_lead_111,mistral,bare,episodic,11,12,0.9166666666666666,True,
epi_lead_016,mistral,bare,episodic,12,12,1.0,True,
epi_lead_091,mistral,bare,episodic,12,12,1.0,True,
epi_color_089,mistral,bare,episodic,12,12,1.0,True,
epi_dept_088,mistral,bare,episodic,12,12,1.0,True,
epi_color_114,mistral,bare,episodic,5,12,0.4166666666666667,True,
epi_dept_078,mistral,bare,episodic,11,12,0.9166666666666666,True,
epi_dept_113,mistral,bare,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_assign_090,mistral,bare,episodic,11,12,0.9166666666666666,True,
epi_assign_095,mistral,bare,episodic,12,12,1.0,True,
epi_room_092,mistral,bare,episodic,12,12,1.0,True,
epi_lead_096,mistral,bare,episodic,6,12,0.5,True,
epi_room_117,mistral,bare,episodic,12,12,1.0,True,
epi_room_107,mistral,bare,episodic,12,12,1.0,True,
epi_dept_008,mistral,bare,episodic,12,12,1.0,True,
epi_room_032,mistral,bare,episodic,12,12,1.0,True,
epi_assign_040,mistral,cot,episodic,12,12,1.0,True,
epi_room_057,mistral,cot,episodic,12,12,1.0,True,
epi_lead_061,mistral,cot,episodic,10,12,0.8333333333333334,True,
epi_color_079,mistral,cot,episodic,12,12,1.0,True,
epi_lead_076,mistral,cot,episodic,12,12,1.0,True,
epi_color_049,mistral,cot,episodic,11,12,0.9166666666666666,True,
epi_room_017,mistral,cot,episodic,12,12,1.0,True,
epi_dept_098,mistral,cot,episodic,12,12,1.0,True,
epi_color_034,mistral,cot,episodic,4,12,0.3333333333333333,True,
epi_color_064,mistral,cot,episodic,7,12,0.5833333333333334,True,
epi_room_042,mistral,cot,episodic,6,12,0.5,True,
epi_assign_085,mistral,cot,episodic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
epi_dept_038,mistral,cot,episodic,11,12,0.9166666666666666,True,
epi_lead_036,mistral,cot,episodic,12,12,1.0,True,
epi_assign_060,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_dept_048,mistral,cot,episodic,9,12,0.75,True,
epi_lead_051,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_lead_021,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_assign_115,mistral,cot,episodic,12,12,1.0,True,
epi_dept_083,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_room_002,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_room_007,mistral,cot,episodic,12,12,1.0,True,
epi_dept_058,mistral,cot,episodic,12,12,1.0,True,
epi_color_084,mistral,cot,episodic,12,12,1.0,True,
epi_lead_071,mistral,cot,episodic,12,12,1.0,True,
epi_lead_006,mistral,cot,episodic,8,12,0.6666666666666666,True,
epi_dept_093,mistral,cot,episodic,12,12,1.0,True,
epi_assign_100,mistral,cot,episodic,12,12,1.0,True,
epi_color_029,mistral,cot,episodic,7,12,0.5833333333333334,True,
epi_lead_041,mistral,cot,episodic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
epi_room_112,mistral,cot,episodic,12,12,1.0,True,
epi_room_052,mistral,cot,episodic,10,12,0.8333333333333334,True,
epi_lead_026,mistral,cot,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_room_067,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_lead_066,mistral,cot,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_dept_103,mistral,cot,episodic,12,12,1.0,True,
epi_assign_005,mistral,cot,episodic,9,12,0.75,True,
epi_dept_023,mistral,cot,episodic,11,12,0.9166666666666666,True,
epi_dept_053,mistral,cot,episodic,12,12,1.0,True,
epi_lead_001,mistral,cot,episodic,12,12,1.0,True,
epi_color_044,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_color_019,mistral,cot,episodic,4,12,0.3333333333333333,True,
epi_room_047,mistral,cot,episodic,12,12,1.0,True,
epi_assign_105,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_room_022,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_assign_030,mistral,cot,episodic,7,12,0.5833333333333334,True,
epi_assign_025,mistral,cot,episodic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
epi_color_099,mistral,cot,episodic,9,12,0.75,True,
epi_lead_031,mistral,cot,episodic,12,12,1.0,True,
epi_dept_013,mistral,cot,episodic,12,12,1.0,True,
epi_room_087,mistral,cot,episodic,11,12,0.9166666666666666,True,
epi_color_009,mistral,cot,episodic,12,12,1.0,True,
epi_dept_018,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_color_004,mistral,cot,episodic,5,12,0.4166666666666667,True,
epi_room_027,mistral,cot,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_lead_011,mistral,cot,episodic,12,12,1.0,True,
epi_color_039,mistral,cot,episodic,3,12,0.25,False,engagement 0.25 < 0.33
epi_dept_118,mistral,cot,episodic,12,12,1.0,True,
epi_room_037,mistral,cot,episodic,12,12,1.0,True,
epi_lead_116,mistral,cot,episodic,12,12,1.0,True,
epi_color_119,mistral,cot,episodic,10,12,0.8333333333333334,True,
epi_lead_101,mistral,cot,episodic,12,12,1.0,True,
epi_lead_056,mistral,cot,episodic,12,12,1.0,True,
epi_assign_015,mistral,cot,episodic,12,12,1.0,True,
epi_dept_073,mistral,cot,episodic,3,12,0.25,False,engagement 0.25 < 0.33
epi_room_012,mistral,cot,episodic,12,12,1.0,True,
epi_color_074,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_assign_070,mistral,cot,episodic,11,12,0.9166666666666666,True,
epi_assign_075,mistral,cot,episodic,12,12,1.0,True,
epi_assign_020,mistral,cot,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_color_024,mistral,cot,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_assign_000,mistral,cot,episodic,12,12,1.0,True,
epi_dept_063,mistral,cot,episodic,11,12,0.9166666666666666,True,
epi_color_014,mistral,cot,episodic,9,12,0.75,True,
epi_dept_068,mistral,cot,episodic,12,12,1.0,True,
epi_room_077,mistral,cot,episodic,12,12,1.0,True,
epi_room_102,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_assign_065,mistral,cot,episodic,11,12,0.9166666666666666,True,
epi_color_054,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_room_072,mistral,cot,episodic,12,12,1.0,True,
epi_dept_108,mistral,cot,episodic,12,12,1.0,True,
epi_lead_081,mistral,cot,episodic,12,12,1.0,True,
epi_color_069,mistral,cot,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_assign_050,mistral,cot,episodic,12,12,1.0,True,
epi_lead_111,mistral,cot,episodic,12,12,1.0,True,
epi_lead_016,mistral,cot,episodic,12,12,1.0,True,
epi_lead_091,mistral,cot,episodic,12,12,1.0,True,
epi_color_089,mistral,cot,episodic,12,12,1.0,True,
epi_dept_088,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_color_114,mistral,cot,episodic,3,12,0.25,False,engagement 0.25 < 0.33
epi_dept_078,mistral,cot,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_dept_113,mistral,cot,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_assign_090,mistral,cot,episodic,12,12,1.0,True,
epi_assign_095,mistral,cot,episodic,12,12,1.0,True,
epi_room_092,mistral,cot,episodic,9,12,0.75,True,
epi_lead_096,mistral,cot,episodic,12,12,1.0,True,
epi_room_117,mistral,cot,episodic,5,12,0.4166666666666667,True,
epi_room_107,mistral,cot,episodic,9,12,0.75,True,
epi_dept_008,mistral,cot,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_room_032,mistral,cot,episodic,12,12,1.0,True,
sem_040,mistral,bare,semantic,12,12,1.0,True,
sem_057,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_061,mistral,bare,semantic,12,12,1.0,True,
sem_079,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_076,mistral,bare,semantic,12,12,1.0,True,
sem_049,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_017,mistral,bare,semantic,8,12,0.6666666666666666,True,
sem_034,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_064,mistral,bare,semantic,11,12,0.9166666666666666,True,
sem_042,mistral,bare,semantic,7,12,0.5833333333333334,True,
sem_085,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_038,mistral,bare,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_036,mistral,bare,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_060,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_048,mistral,bare,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_051,mistral,bare,semantic,12,12,1.0,True,
sem_021,mistral,bare,semantic,12,12,1.0,True,
sem_097,mistral,bare,semantic,12,12,1.0,True,
sem_083,mistral,bare,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_002,mistral,bare,semantic,12,12,1.0,True,
sem_007,mistral,bare,semantic,12,12,1.0,True,
sem_058,mistral,bare,semantic,12,12,1.0,True,
sem_071,mistral,bare,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_006,mistral,bare,semantic,10,12,0.8333333333333334,True,
sem_029,mistral,bare,semantic,12,12,1.0,True,
sem_041,mistral,bare,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_081,mistral,bare,semantic,12,12,1.0,True,
sem_052,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_026,mistral,bare,semantic,12,12,1.0,True,
sem_067,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_066,mistral,bare,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_086,mistral,bare,semantic,12,12,1.0,True,
sem_005,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_023,mistral,bare,semantic,9,12,0.75,True,
sem_053,mistral,bare,semantic,12,12,1.0,True,
sem_001,mistral,bare,semantic,3,12,0.25,False,engagement 0.25 < 0.33
sem_044,mistral,bare,semantic,11,12,0.9166666666666666,True,
sem_019,mistral,bare,semantic,12,12,1.0,True,
sem_047,mistral,bare,semantic,12,12,1.0,True,
sem_096,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_046,mistral,bare,semantic,12,12,1.0,True,
sem_030,mistral,bare,semantic,12,12,1.0,True,
sem_011,mistral,bare,semantic,12,12,1.0,True,
sem_092,mistral,bare,semantic,12,12,1.0,True,
sem_015,mistral,bare,semantic,9,12,0.75,True,
sem_012,mistral,bare,semantic,12,12,1.0,True,
sem_098,mistral,bare,semantic,11,12,0.9166666666666666,True,
sem_100,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_084,mistral,bare,semantic,8,12,0.6666666666666666,True,
sem_078,mistral,bare,semantic,12,12,1.0,True,
sem_062,mistral,bare,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_013,mistral,bare,semantic,12,12,1.0,True,
sem_004,mistral,bare,semantic,12,12,1.0,True,
sem_045,mistral,bare,semantic,11,12,0.9166666666666666,True,
sem_009,mistral,bare,semantic,12,12,1.0,True,
sem_082,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_050,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_069,mistral,bare,semantic,11,12,0.9166666666666666,True,
sem_093,mistral,bare,semantic,12,12,1.0,True,
sem_037,mistral,bare,semantic,12,12,1.0,True,
sem_101,mistral,bare,semantic,7,12,0.5833333333333334,True,
sem_054,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_025,mistral,bare,semantic,12,12,1.0,True,
sem_056,mistral,bare,semantic,12,12,1.0,True,
sem_088,mistral,bare,semantic,12,12,1.0,True,
sem_087,mistral,bare,semantic,6,12,0.5,True,
sem_022,mistral,bare,semantic,11,12,0.9166666666666666,True,
sem_020,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_024,mistral,bare,semantic,11,12,0.9166666666666666,True,
sem_000,mistral,bare,semantic,12,12,1.0,True,
sem_014,mistral,bare,semantic,12,12,1.0,True,
sem_070,mistral,bare,semantic,12,12,1.0,True,
sem_043,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_010,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_089,mistral,bare,semantic,12,12,1.0,True,
sem_074,mistral,bare,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_055,mistral,bare,semantic,11,12,0.9166666666666666,True,
sem_099,mistral,bare,semantic,12,12,1.0,True,
sem_094,mistral,bare,semantic,12,12,1.0,True,
sem_068,mistral,bare,semantic,12,12,1.0,True,
sem_072,mistral,bare,semantic,12,12,1.0,True,
sem_027,mistral,bare,semantic,12,12,1.0,True,
sem_028,mistral,bare,semantic,4,12,0.3333333333333333,True,
sem_095,mistral,bare,semantic,12,12,1.0,True,
sem_008,mistral,bare,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_031,mistral,bare,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_003,mistral,bare,semantic,9,12,0.75,True,
sem_077,mistral,bare,semantic,12,12,1.0,True,
sem_018,mistral,bare,semantic,12,12,1.0,True,
sem_091,mistral,bare,semantic,12,12,1.0,True,
sem_063,mistral,bare,semantic,12,12,1.0,True,
sem_035,mistral,bare,semantic,8,12,0.6666666666666666,True,
sem_073,mistral,bare,semantic,12,12,1.0,True,
sem_059,mistral,bare,semantic,12,12,1.0,True,
sem_033,mistral,bare,semantic,10,12,0.8333333333333334,True,
sem_065,mistral,bare,semantic,12,12,1.0,True,
sem_090,mistral,bare,semantic,12,12,1.0,True,
sem_075,mistral,bare,semantic,9,12,0.75,True,
sem_039,mistral,bare,semantic,8,12,0.6666666666666666,True,
sem_032,mistral,bare,semantic,12,12,1.0,True,
sem_040,mistral,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_057,mistral,cot,semantic,12,12,1.0,True,
sem_061,mistral,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_079,mistral,cot,semantic,11,12,0.9166666666666666,True,
sem_076,mistral,cot,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_049,mistral,cot,semantic,12,12,1.0,True,
sem_017,mistral,cot,semantic,12,12,1.0,True,
sem_034,mistral,cot,semantic,11,12,0.9166666666666666,True,
sem_064,mistral,cot,semantic,10,12,0.8333333333333334,True,
sem_042,mistral,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_085,mistral,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_038,mistral,cot,semantic,12,12,1.0,True,
sem_036,mistral,cot,semantic,12,12,1.0,True,
sem_060,mistral,cot,semantic,5,12,0.4166666666666667,True,
sem_048,mistral,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_051,mistral,cot,semantic,5,12,0.4166666666666667,True,
sem_021,mistral,cot,semantic,12,12,1.0,True,
sem_097,mistral,cot,semantic,10,12,0.8333333333333334,True,
sem_083,mistral,cot,semantic,6,12,0.5,True,
sem_002,mistral,cot,semantic,12,12,1.0,True,
sem_007,mistral,cot,semantic,12,12,1.0,True,
sem_058,mistral,cot,semantic,12,12,1.0,True,
sem_071,mistral,cot,semantic,10,12,0.8333333333333334,True,
sem_006,mistral,cot,semantic,12,12,1.0,True,
sem_029,mistral,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_041,mistral,cot,semantic,12,12,1.0,True,
sem_081,mistral,cot,semantic,12,12,1.0,True,
sem_052,mistral,cot,semantic,12,12,1.0,True,
sem_026,mistral,cot,semantic,10,12,0.8333333333333334,True,
sem_067,mistral,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_066,mistral,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_086,mistral,cot,semantic,7,12,0.5833333333333334,True,
sem_005,mistral,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_023,mistral,cot,semantic,12,12,1.0,True,
sem_053,mistral,cot,semantic,7,12,0.5833333333333334,True,
sem_001,mistral,cot,semantic,5,12,0.4166666666666667,True,
sem_044,mistral,cot,semantic,11,12,0.9166666666666666,True,
sem_019,mistral,cot,semantic,12,12,1.0,True,
sem_047,mistral,cot,semantic,12,12,1.0,True,
sem_096,mistral,cot,semantic,11,12,0.9166666666666666,True,
sem_046,mistral,cot,semantic,11,12,0.9166666666666666,True,
sem_030,mistral,cot,semantic,11,12,0.9166666666666666,True,
sem_011,mistral,cot,semantic,12,12,1.0,True,
sem_092,mistral,cot,semantic,12,12,1.0,True,
sem_015,mistral,cot,semantic,5,12,0.4166666666666667,True,
sem_012,mistral,cot,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_098,mistral,cot,semantic,12,12,1.0,True,
sem_100,mistral,cot,semantic,12,12,1.0,True,
sem_084,mistral,cot,semantic,5,12,0.4166666666666667,True,
sem_078,mistral,cot,semantic,3,12,0.25,False,engagement 0.25 < 0.33
sem_062,mistral,cot,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_013,mistral,cot,semantic,12,12,1.0,True,
sem_004,mistral,cot,semantic,12,12,1.0,True,
sem_045,mistral,cot,semantic,12,12,1.0,True,
sem_009,mistral,cot,semantic,12,12,1.0,True,
sem_082,mistral,cot,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_050,mistral,cot,semantic,10,12,0.8333333333333334,True,
sem_069,mistral,cot,semantic,11,12,0.9166666666666666,True,
sem_093,mistral,cot,semantic,11,12,0.9166666666666666,True,
sem_037,mistral,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_101,mistral,cot,semantic,12,12,1.0,True,
sem_054,mistral,cot,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_025,mistral,cot,semantic,11,12,0.9166666666666666,True,
sem_056,mistral,cot,semantic,12,12,1.0,True,
sem_088,mistral,cot,semantic,12,12,1.0,True,
sem_087,mistral,cot,semantic,10,12,0.8333333333333334,True,
sem_022,mistral,cot,semantic,12,12,1.0,True,
sem_020,mistral,cot,semantic,12,12,1.0,True,
sem_024,mistral,cot,semantic,3,12,0.25,False,engagement 0.25 < 0.33
sem_000,mistral,cot,semantic,12,12,1.0,True,
sem_014,mistral,cot,semantic,11,12,0.9166666666666666,True,
sem_070,mistral,cot,semantic,12,12,1.0,True,
sem_043,mistral,cot,semantic,11,12,0.9166666666666666,True,
sem_010,mistral,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_089,mistral,cot,semantic,12,12,1.0,True,
sem_074,mistral,cot,semantic,12,12,1.0,True,
sem_055,mistral,cot,semantic,12,12,1.0,True,
sem_099,mistral,cot,semantic,6,12,0.5,True,
sem_094,mistral,cot,semantic,3,12,0.25,False,engagement 0.25 < 0.33
sem_068,mistral,cot,semantic,12,12,1.0,True,
sem_072,mistral,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_027,mistral,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_028,mistral,cot,semantic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
sem_095,mistral,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_008,mistral,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_031,mistral,cot,semantic,9,12,0.75,True,
sem_003,mistral,cot,semantic,12,12,1.0,True,
sem_077,mistral,cot,semantic,12,12,1.0,True,
sem_018,mistral,cot,semantic,12,12,1.0,True,
sem_091,mistral,cot,semantic,12,12,1.0,True,
sem_063,mistral,cot,semantic,12,12,1.0,True,
sem_035,mistral,cot,semantic,7,12,0.5833333333333334,True,
sem_073,mistral,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_059,mistral,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_033,mistral,cot,semantic,0,12,0.0,False,engagement 0.00 < 0.33
sem_065,mistral,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_090,mistral,cot,semantic,12,12,1.0,True,
sem_075,mistral,cot,semantic,9,12,0.75,True,
sem_039,mistral,cot,semantic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
sem_032,mistral,cot,semantic,12,12,1.0,True,
epi_assign_040,pythia,bare,episodic,9,12,0.75,True,
epi_room_057,pythia,bare,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_lead_061,pythia,bare,episodic,12,12,1.0,True,
epi_color_079,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_lead_076,pythia,bare,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_color_049,pythia,bare,episodic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
epi_room_017,pythia,bare,episodic,12,12,1.0,True,
epi_dept_098,pythia,bare,episodic,12,12,1.0,True,
epi_color_034,pythia,bare,episodic,9,12,0.75,True,
epi_color_064,pythia,bare,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_room_042,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_assign_085,pythia,bare,episodic,12,12,1.0,True,
epi_dept_038,pythia,bare,episodic,12,12,1.0,True,
epi_lead_036,pythia,bare,episodic,12,12,1.0,True,
epi_assign_060,pythia,bare,episodic,12,12,1.0,True,
epi_dept_048,pythia,bare,episodic,12,12,1.0,True,
epi_lead_051,pythia,bare,episodic,12,12,1.0,True,
epi_lead_021,pythia,bare,episodic,12,12,1.0,True,
epi_assign_115,pythia,bare,episodic,12,12,1.0,True,
epi_dept_083,pythia,bare,episodic,12,12,1.0,True,
epi_room_002,pythia,bare,episodic,10,12,0.8333333333333334,True,
epi_room_007,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_dept_058,pythia,bare,episodic,12,12,1.0,True,
epi_color_084,pythia,bare,episodic,3,12,0.25,False,engagement 0.25 < 0.33
epi_lead_071,pythia,bare,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_lead_006,pythia,bare,episodic,10,12,0.8333333333333334,True,
epi_dept_093,pythia,bare,episodic,12,12,1.0,True,
epi_assign_100,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_color_029,pythia,bare,episodic,6,12,0.5,True,
epi_lead_041,pythia,bare,episodic,12,12,1.0,True,
epi_room_112,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_room_052,pythia,bare,episodic,12,12,1.0,True,
epi_lead_026,pythia,bare,episodic,12,12,1.0,True,
epi_room_067,pythia,bare,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_lead_066,pythia,bare,episodic,12,12,1.0,True,
epi_dept_103,pythia,bare,episodic,12,12,1.0,True,
epi_assign_005,pythia,bare,episodic,10,12,0.8333333333333334,True,
epi_dept_023,pythia,bare,episodic,12,12,1.0,True,
epi_dept_053,pythia,bare,episodic,12,12,1.0,True,
epi_lead_001,pythia,bare,episodic,12,12,1.0,True,
epi_color_044,pythia,bare,episodic,12,12,1.0,True,
epi_color_019,pythia,bare,episodic,12,12,1.0,True,
epi_room_047,pythia,bare,episodic,10,12,0.8333333333333334,True,
epi_assign_105,pythia,bare,episodic,9,12,0.75,True,
epi_room_022,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_assign_030,pythia,bare,episodic,12,12,1.0,True,
epi_assign_025,pythia,bare,episodic,5,12,0.4166666666666667,True,
epi_color_099,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_lead_031,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_dept_013,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_room_087,pythia,bare,episodic,5,12,0.4166666666666667,True,
epi_color_009,pythia,bare,episodic,5,12,0.4166666666666667,True,
epi_dept_018,pythia,bare,episodic,12,12,1.0,True,
epi_color_004,pythia,bare,episodic,12,12,1.0,True,
epi_room_027,pythia,bare,episodic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
epi_lead_011,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_color_039,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_dept_118,pythia,bare,episodic,12,12,1.0,True,
epi_room_037,pythia,bare,episodic,8,12,0.6666666666666666,True,
epi_lead_116,pythia,bare,episodic,0,12,0.0,False,engagement 0.00 < 0.33
epi_color_119,pythia,bare,episodic,2,12,0.16666666666666666,False,engagement 0.17 < 0.33
epi_lead_101,pythia,bare,episodic,12,12,1.0,True,
epi_lead_056,pythia,bare,episodic,12,12,1.0,True,
epi_assign_015,pythia,bare,episodic,12,12,1.0,True,
epi_dept_073,pythia,bare,episodic,12,12,1.0,True,
epi_room_012,pythia,bare,episodic,9,12,0.75,True,
epi_color_074,pythia,bare,episodic,6,12,0.5,True,
epi_assign_070,pythia,bare,episodic,3,12,0.25,False,engagement 0.25 < 0.33
epi_assign_075,pythia,bare,episodic,12,12,1.0,True,
epi_assign_020,pythia,bare,episodic,12,12,1.0,True,
epi_color_024,pythia,bare,episodic,12,12,1.0,True,
epi_assign_000,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_dept_063,pythia,bare,episodic,12,12,1.0,True,
epi_color_014,pythia,bare,episodic,3,12,0.25,False,engagement 0.25 < 0.33
epi_dept_068,pythia,bare,episodic,9,12,0.75,True,
epi_room_077,pythia,bare,episodic,12,12,1.0,True,
epi_room_102,pythia,bare,episodic,12,12,1.0,True,
epi_assign_065,pythia,bare,episodic,10,12,0.8333333333333334,True,
epi_color_054,pythia,bare,episodic,12,12,1.0,True,
epi_room_072,pythia,bare,episodic,8,12,0.6666666666666666,True,
epi_dept_108,pythia,bare,episodic,1,12,0.08333333333333333,False,engagement 0.08 < 0.33
epi_lead_081,pythia,bare,episodic,12,12,1.0,True,
epi_color_069,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_assign_050,pythia,bare,episodic,12,12,1.0,True,
epi_lead_111,pythia,bare,episodic,12,12,1.0,True,
epi_lead_016,pythia,bare,episodic,11,12,0.9166666666666666,True,
epi_lead_091,pythia,bare,episodic,12,12,1.0,True,
epi_color_089,pythia,bare,episodic,11,12,0.9166666666666666,True,
